,date,month,year,instruments,volume,Segment,AssetClass,Duration
146,2022-03-01,3,2022,Other Domestic Bonds_Non-Residents,610.220097,CORP,Other Domestic Bonds,Non-Residents
134,2022-03-01,3,2022,Other Domestic Bonds_Retail Clients,16.936398,CORP,Other Domestic Bonds,Retail Clients
15,2022-04-01,4,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1186.489,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
27,2022-04-01,4,2022,Corporate Bonds_Banks,743.50954,CORP,Corporate Bonds,Banks
39,2022-04-01,4,2022,Corporate Bonds_Institutional Clients,33867.699166,CORP,Corporate Bonds,Institutional Clients
3,2022-04-01,4,2022,Corporate Bonds_Investment Dealers,2424.649992,CORP,Corporate Bonds,Investment Dealers
75,2022-04-01,4,2022,Corporate Bonds_Issuer,12.516,CORP,Corporate Bonds,Issuer
63,2022-04-01,4,2022,Corporate Bonds_Non-Residents,6538.973587,CORP,Corporate Bonds,Non-Residents
51,2022-04-01,4,2022,Corporate Bonds_Retail Clients,2575.364892,CORP,Corporate Bonds,Retail Clients
99,2022-04-01,4,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
111,2022-04-01,4,2022,Other Domestic Bonds_Banks,78.046772,CORP,Other Domestic Bonds,Banks
123,2022-04-01,4,2022,Other Domestic Bonds_Institutional Clients,282.887949,CORP,Other Domestic Bonds,Institutional Clients
87,2022-04-01,4,2022,Other Domestic Bonds_Investment Dealers,68.381537,CORP,Other Domestic Bonds,Investment Dealers
159,2022-04-01,4,2022,Other Domestic Bonds_Issuer,83.461,CORP,Other Domestic Bonds,Issuer
147,2022-04-01,4,2022,Other Domestic Bonds_Non-Residents,358.5805,CORP,Other Domestic Bonds,Non-Residents
135,2022-04-01,4,2022,Other Domestic Bonds_Retail Clients,11.848151,CORP,Other Domestic Bonds,Retail Clients
16,2022-05-01,5,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1073.074,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
28,2022-05-01,5,2022,Corporate Bonds_Banks,1367.244501,CORP,Corporate Bonds,Banks
40,2022-05-01,5,2022,Corporate Bonds_Institutional Clients,36040.98676,CORP,Corporate Bonds,Institutional Clients
4,2022-05-01,5,2022,Corporate Bonds_Investment Dealers,3158.568343,CORP,Corporate Bonds,Investment Dealers
76,2022-05-01,5,2022,Corporate Bonds_Issuer,13.5995,CORP,Corporate Bonds,Issuer
64,2022-05-01,5,2022,Corporate Bonds_Non-Residents,6827.710246,CORP,Corporate Bonds,Non-Residents
52,2022-05-01,5,2022,Corporate Bonds_Retail Clients,2642.137123,CORP,Corporate Bonds,Retail Clients
100,2022-05-01,5,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,30,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
112,2022-05-01,5,2022,Other Domestic Bonds_Banks,316.713463,CORP,Other Domestic Bonds,Banks
124,2022-05-01,5,2022,Other Domestic Bonds_Institutional Clients,348.868797,CORP,Other Domestic Bonds,Institutional Clients
88,2022-05-01,5,2022,Other Domestic Bonds_Investment Dealers,226.285122,CORP,Other Domestic Bonds,Investment Dealers
160,2022-05-01,5,2022,Other Domestic Bonds_Issuer,83.92993,CORP,Other Domestic Bonds,Issuer
148,2022-05-01,5,2022,Other Domestic Bonds_Non-Residents,322.3165,CORP,Other Domestic Bonds,Non-Residents
136,2022-05-01,5,2022,Other Domestic Bonds_Retail Clients,8.162533,CORP,Other Domestic Bonds,Retail Clients
17,2022-06-01,6,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1404.048,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
29,2022-06-01,6,2022,Corporate Bonds_Banks,1688.148855,CORP,Corporate Bonds,Banks
41,2022-06-01,6,2022,Corporate Bonds_Institutional Clients,40031.933516,CORP,Corporate Bonds,Institutional Clients
5,2022-06-01,6,2022,Corporate Bonds_Investment Dealers,3570.265317,CORP,Corporate Bonds,Investment Dealers
77,2022-06-01,6,2022,Corporate Bonds_Issuer,37.440802,CORP,Corporate Bonds,Issuer
65,2022-06-01,6,2022,Corporate Bonds_Non-Residents,6837.328148,CORP,Corporate Bonds,Non-Residents
53,2022-06-01,6,2022,Corporate Bonds_Retail Clients,3104.50571,CORP,Corporate Bonds,Retail Clients
101,2022-06-01,6,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,40,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
113,2022-06-01,6,2022,Other Domestic Bonds_Banks,29.016668,CORP,Other Domestic Bonds,Banks
125,2022-06-01,6,2022,Other Domestic Bonds_Institutional Clients,705.534049,CORP,Other Domestic Bonds,Institutional Clients
89,2022-06-01,6,2022,Other Domestic Bonds_Investment Dealers,97.080014,CORP,Other Domestic Bonds,Investment Dealers
161,2022-06-01,6,2022,Other Domestic Bonds_Issuer,21.534,CORP,Other Domestic Bonds,Issuer
149,2022-06-01,6,2022,Other Domestic Bonds_Non-Residents,250.7815,CORP,Other Domestic Bonds,Non-Residents
137,2022-06-01,6,2022,Other Domestic Bonds_Retail Clients,16.087546,CORP,Other Domestic Bonds,Retail Clients
18,2022-07-01,7,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1427.387,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
30,2022-07-01,7,2022,Corporate Bonds_Banks,838.365775,CORP,Corporate Bonds,Banks
42,2022-07-01,7,2022,Corporate Bonds_Institutional Clients,27341.012293,CORP,Corporate Bonds,Institutional Clients
6,2022-07-01,7,2022,Corporate Bonds_Investment Dealers,2607.343079,CORP,Corporate Bonds,Investment Dealers
78,2022-07-01,7,2022,Corporate Bonds_Issuer,31.127,CORP,Corporate Bonds,Issuer
66,2022-07-01,7,2022,Corporate Bonds_Non-Residents,5378.499537,CORP,Corporate Bonds,Non-Residents
54,2022-07-01,7,2022,Corporate Bonds_Retail Clients,2289.181208,CORP,Corporate Bonds,Retail Clients
102,2022-07-01,7,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,26,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
114,2022-07-01,7,2022,Other Domestic Bonds_Banks,1111.36557,CORP,Other Domestic Bonds,Banks
126,2022-07-01,7,2022,Other Domestic Bonds_Institutional Clients,505.433981,CORP,Other Domestic Bonds,Institutional Clients
90,2022-07-01,7,2022,Other Domestic Bonds_Investment Dealers,1149.229746,CORP,Other Domestic Bonds,Investment Dealers
162,2022-07-01,7,2022,Other Domestic Bonds_Issuer,40.507,CORP,Other Domestic Bonds,Issuer
150,2022-07-01,7,2022,Other Domestic Bonds_Non-Residents,483.643321,CORP,Other Domestic Bonds,Non-Residents
138,2022-07-01,7,2022,Other Domestic Bonds_Retail Clients,14.675803,CORP,Other Domestic Bonds,Retail Clients
19,2022-08-01,8,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1422.828,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
31,2022-08-01,8,2022,Corporate Bonds_Banks,1008.436247,CORP,Corporate Bonds,Banks
43,2022-08-01,8,2022,Corporate Bonds_Institutional Clients,30072.008398,CORP,Corporate Bonds,Institutional Clients
7,2022-08-01,8,2022,Corporate Bonds_Investment Dealers,2943.14402,CORP,Corporate Bonds,Investment Dealers
79,2022-08-01,8,2022,Corporate Bonds_Issuer,30.565,CORP,Corporate Bonds,Issuer
67,2022-08-01,8,2022,Corporate Bonds_Non-Residents,6350.785652,CORP,Corporate Bonds,Non-Residents
55,2022-08-01,8,2022,Corporate Bonds_Retail Clients,2471.822947,CORP,Corporate Bonds,Retail Clients
103,2022-08-01,8,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,65.2,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
115,2022-08-01,8,2022,Other Domestic Bonds_Banks,288.918716,CORP,Other Domestic Bonds,Banks
127,2022-08-01,8,2022,Other Domestic Bonds_Institutional Clients,1310.593073,CORP,Other Domestic Bonds,Institutional Clients
91,2022-08-01,8,2022,Other Domestic Bonds_Investment Dealers,436.473709,CORP,Other Domestic Bonds,Investment Dealers
163,2022-08-01,8,2022,Other Domestic Bonds_Issuer,14.152,CORP,Other Domestic Bonds,Issuer
151,2022-08-01,8,2022,Other Domestic Bonds_Non-Residents,360.19,CORP,Other Domestic Bonds,Non-Residents
139,2022-08-01,8,2022,Other Domestic Bonds_Retail Clients,26.539279,CORP,Other Domestic Bonds,Retail Clients
20,2022-09-01,9,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1618.455,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
32,2022-09-01,9,2022,Corporate Bonds_Banks,917.616994,CORP,Corporate Bonds,Banks
44,2022-09-01,9,2022,Corporate Bonds_Institutional Clients,35374.297067,CORP,Corporate Bonds,Institutional Clients
8,2022-09-01,9,2022,Corporate Bonds_Investment Dealers,2864.796658,CORP,Corporate Bonds,Investment Dealers
80,2022-09-01,9,2022,Corporate Bonds_Issuer,31.15,CORP,Corporate Bonds,Issuer
68,2022-09-01,9,2022,Corporate Bonds_Non-Residents,7529.803319,CORP,Corporate Bonds,Non-Residents
56,2022-09-01,9,2022,Corporate Bonds_Retail Clients,3196.598259,CORP,Corporate Bonds,Retail Clients
104,2022-09-01,9,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,30,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
116,2022-09-01,9,2022,Other Domestic Bonds_Banks,195.526128,CORP,Other Domestic Bonds,Banks
128,2022-09-01,9,2022,Other Domestic Bonds_Institutional Clients,1414.783256,CORP,Other Domestic Bonds,Institutional Clients
92,2022-09-01,9,2022,Other Domestic Bonds_Investment Dealers,343.576461,CORP,Other Domestic Bonds,Investment Dealers
164,2022-09-01,9,2022,Other Domestic Bonds_Issuer,51.382878,CORP,Other Domestic Bonds,Issuer
152,2022-09-01,9,2022,Other Domestic Bonds_Non-Residents,235.0095,CORP,Other Domestic Bonds,Non-Residents
140,2022-09-01,9,2022,Other Domestic Bonds_Retail Clients,27.660312,CORP,Other Domestic Bonds,Retail Clients
21,2022-10-01,10,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2102.537837,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
33,2022-10-01,10,2022,Corporate Bonds_Banks,1402.510116,CORP,Corporate Bonds,Banks
45,2022-10-01,10,2022,Corporate Bonds_Institutional Clients,44619.858842,CORP,Corporate Bonds,Institutional Clients
9,2022-10-01,10,2022,Corporate Bonds_Investment Dealers,3993.40008,CORP,Corporate Bonds,Investment Dealers
81,2022-10-01,10,2022,Corporate Bonds_Issuer,61.5055,CORP,Corporate Bonds,Issuer
69,2022-10-01,10,2022,Corporate Bonds_Non-Residents,8099.939588,CORP,Corporate Bonds,Non-Residents
57,2022-10-01,10,2022,Corporate Bonds_Retail Clients,3239.918002,CORP,Corporate Bonds,Retail Clients
105,2022-10-01,10,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
117,2022-10-01,10,2022,Other Domestic Bonds_Banks,434.173341,CORP,Other Domestic Bonds,Banks
129,2022-10-01,10,2022,Other Domestic Bonds_Institutional Clients,1954.624812,CORP,Other Domestic Bonds,Institutional Clients
93,2022-10-01,10,2022,Other Domestic Bonds_Investment Dealers,528.837705,CORP,Other Domestic Bonds,Investment Dealers
165,2022-10-01,10,2022,Other Domestic Bonds_Issuer,28.973,CORP,Other Domestic Bonds,Issuer
153,2022-10-01,10,2022,Other Domestic Bonds_Non-Residents,334.788163,CORP,Other Domestic Bonds,Non-Residents
141,2022-10-01,10,2022,Other Domestic Bonds_Retail Clients,33.105952,CORP,Other Domestic Bonds,Retail Clients
22,2022-11-01,11,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1659.707312,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
34,2022-11-01,11,2022,Corporate Bonds_Banks,1566.665721,CORP,Corporate Bonds,Banks
46,2022-11-01,11,2022,Corporate Bonds_Institutional Clients,43721.417548,CORP,Corporate Bonds,Institutional Clients
10,2022-11-01,11,2022,Corporate Bonds_Investment Dealers,4516.093848,CORP,Corporate Bonds,Investment Dealers
82,2022-11-01,11,2022,Corporate Bonds_Issuer,24.705,CORP,Corporate Bonds,Issuer
70,2022-11-01,11,2022,Corporate Bonds_Non-Residents,7319.332034,CORP,Corporate Bonds,Non-Residents
58,2022-11-01,11,2022,Corporate Bonds_Retail Clients,4550.158683,CORP,Corporate Bonds,Retail Clients
106,2022-11-01,11,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,4.5,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
118,2022-11-01,11,2022,Other Domestic Bonds_Banks,690.672747,CORP,Other Domestic Bonds,Banks
130,2022-11-01,11,2022,Other Domestic Bonds_Institutional Clients,1289.243511,CORP,Other Domestic Bonds,Institutional Clients
94,2022-11-01,11,2022,Other Domestic Bonds_Investment Dealers,782.089005,CORP,Other Domestic Bonds,Investment Dealers
166,2022-11-01,11,2022,Other Domestic Bonds_Issuer,4.306,CORP,Other Domestic Bonds,Issuer
154,2022-11-01,11,2022,Other Domestic Bonds_Non-Residents,770.31799,CORP,Other Domestic Bonds,Non-Residents
142,2022-11-01,11,2022,Other Domestic Bonds_Retail Clients,34.524499,CORP,Other Domestic Bonds,Retail Clients
23,2022-12-01,12,2022,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1820.604,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
35,2022-12-01,12,2022,Corporate Bonds_Banks,1205.310029,CORP,Corporate Bonds,Banks
47,2022-12-01,12,2022,Corporate Bonds_Institutional Clients,34855.470553,CORP,Corporate Bonds,Institutional Clients
11,2022-12-01,12,2022,Corporate Bonds_Investment Dealers,3768.590788,CORP,Corporate Bonds,Investment Dealers
83,2022-12-01,12,2022,Corporate Bonds_Issuer,7.3515,CORP,Corporate Bonds,Issuer
71,2022-12-01,12,2022,Corporate Bonds_Non-Residents,4650.813281,CORP,Corporate Bonds,Non-Residents
59,2022-12-01,12,2022,Corporate Bonds_Retail Clients,3600.539531,CORP,Corporate Bonds,Retail Clients
107,2022-12-01,12,2022,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,44,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
119,2022-12-01,12,2022,Other Domestic Bonds_Banks,312.499513,CORP,Other Domestic Bonds,Banks
131,2022-12-01,12,2022,Other Domestic Bonds_Institutional Clients,1866.821728,CORP,Other Domestic Bonds,Institutional Clients
95,2022-12-01,12,2022,Other Domestic Bonds_Investment Dealers,584.321623,CORP,Other Domestic Bonds,Investment Dealers
167,2022-12-01,12,2022,Other Domestic Bonds_Issuer,788.320891,CORP,Other Domestic Bonds,Issuer
155,2022-12-01,12,2022,Other Domestic Bonds_Non-Residents,269.716023,CORP,Other Domestic Bonds,Non-Residents
143,2022-12-01,12,2022,Other Domestic Bonds_Retail Clients,32.116852,CORP,Other Domestic Bonds,Retail Clients
12,2023-01-01,1,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2461.9835,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
24,2023-01-01,1,2023,Corporate Bonds_Banks,970.976397,CORP,Corporate Bonds,Banks
36,2023-01-01,1,2023,Corporate Bonds_Institutional Clients,36126.373747,CORP,Corporate Bonds,Institutional Clients
0,2023-01-01,1,2023,Corporate Bonds_Investment Dealers,3428.442083,CORP,Corporate Bonds,Investment Dealers
72,2023-01-01,1,2023,Corporate Bonds_Issuer,58.3885,CORP,Corporate Bonds,Issuer
60,2023-01-01,1,2023,Corporate Bonds_Non-Residents,8211.833147,CORP,Corporate Bonds,Non-Residents
48,2023-01-01,1,2023,Corporate Bonds_Retail Clients,3090.969466,CORP,Corporate Bonds,Retail Clients
96,2023-01-01,1,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,242,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
108,2023-01-01,1,2023,Other Domestic Bonds_Banks,733.865961,CORP,Other Domestic Bonds,Banks
120,2023-01-01,1,2023,Other Domestic Bonds_Institutional Clients,2110.447317,CORP,Other Domestic Bonds,Institutional Clients
84,2023-01-01,1,2023,Other Domestic Bonds_Investment Dealers,730.564975,CORP,Other Domestic Bonds,Investment Dealers
156,2023-01-01,1,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
144,2023-01-01,1,2023,Other Domestic Bonds_Non-Residents,246.838,CORP,Other Domestic Bonds,Non-Residents
132,2023-01-01,1,2023,Other Domestic Bonds_Retail Clients,34.450853,CORP,Other Domestic Bonds,Retail Clients
13,2023-02-01,2,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1918.812,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
25,2023-02-01,2,2023,Corporate Bonds_Banks,673.872352,CORP,Corporate Bonds,Banks
37,2023-02-01,2,2023,Corporate Bonds_Institutional Clients,36003.609018,CORP,Corporate Bonds,Institutional Clients
1,2023-02-01,2,2023,Corporate Bonds_Investment Dealers,2579.795071,CORP,Corporate Bonds,Investment Dealers
73,2023-02-01,2,2023,Corporate Bonds_Issuer,23.861,CORP,Corporate Bonds,Issuer
61,2023-02-01,2,2023,Corporate Bonds_Non-Residents,6120.27169,CORP,Corporate Bonds,Non-Residents
49,2023-02-01,2,2023,Corporate Bonds_Retail Clients,3309.692968,CORP,Corporate Bonds,Retail Clients
97,2023-02-01,2,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,201,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
109,2023-02-01,2,2023,Other Domestic Bonds_Banks,1255.383699,CORP,Other Domestic Bonds,Banks
121,2023-02-01,2,2023,Other Domestic Bonds_Institutional Clients,3556.497895,CORP,Other Domestic Bonds,Institutional Clients
85,2023-02-01,2,2023,Other Domestic Bonds_Investment Dealers,384.495801,CORP,Other Domestic Bonds,Investment Dealers
157,2023-02-01,2,2023,Other Domestic Bonds_Issuer,1.569451,CORP,Other Domestic Bonds,Issuer
145,2023-02-01,2,2023,Other Domestic Bonds_Non-Residents,266.55939,CORP,Other Domestic Bonds,Non-Residents
133,2023-02-01,2,2023,Other Domestic Bonds_Retail Clients,40.849364,CORP,Other Domestic Bonds,Retail Clients
14,2023-03-01,3,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1170.484,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
26,2023-03-01,3,2023,Corporate Bonds_Banks,987.1007,CORP,Corporate Bonds,Banks
38,2023-03-01,3,2023,Corporate Bonds_Institutional Clients,41809.197711,CORP,Corporate Bonds,Institutional Clients
2,2023-03-01,3,2023,Corporate Bonds_Investment Dealers,3096.376458,CORP,Corporate Bonds,Investment Dealers
74,2023-03-01,3,2023,Corporate Bonds_Issuer,63.6035,CORP,Corporate Bonds,Issuer
62,2023-03-01,3,2023,Corporate Bonds_Non-Residents,6972.798916,CORP,Corporate Bonds,Non-Residents
50,2023-03-01,3,2023,Corporate Bonds_Retail Clients,3247.82377,CORP,Corporate Bonds,Retail Clients
98,2023-03-01,3,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,202,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
110,2023-03-01,3,2023,Other Domestic Bonds_Banks,550.670056,CORP,Other Domestic Bonds,Banks
122,2023-03-01,3,2023,Other Domestic Bonds_Institutional Clients,1245.682939,CORP,Other Domestic Bonds,Institutional Clients
86,2023-03-01,3,2023,Other Domestic Bonds_Investment Dealers,820.890058,CORP,Other Domestic Bonds,Investment Dealers
158,2023-03-01,3,2023,Other Domestic Bonds_Issuer,76.684,CORP,Other Domestic Bonds,Issuer
146,2023-03-01,3,2023,Other Domestic Bonds_Non-Residents,311.3994,CORP,Other Domestic Bonds,Non-Residents
134,2023-03-01,3,2023,Other Domestic Bonds_Retail Clients,30.578755,CORP,Other Domestic Bonds,Retail Clients
15,2023-04-01,4,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1497.1945,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
27,2023-04-01,4,2023,Corporate Bonds_Banks,883.105206,CORP,Corporate Bonds,Banks
39,2023-04-01,4,2023,Corporate Bonds_Institutional Clients,26713.612973,CORP,Corporate Bonds,Institutional Clients
3,2023-04-01,4,2023,Corporate Bonds_Investment Dealers,2692.927976,CORP,Corporate Bonds,Investment Dealers
75,2023-04-01,4,2023,Corporate Bonds_Issuer,0.658249,CORP,Corporate Bonds,Issuer
63,2023-04-01,4,2023,Corporate Bonds_Non-Residents,5431.975819,CORP,Corporate Bonds,Non-Residents
51,2023-04-01,4,2023,Corporate Bonds_Retail Clients,3043.824256,CORP,Corporate Bonds,Retail Clients
99,2023-04-01,4,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,117.04,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
111,2023-04-01,4,2023,Other Domestic Bonds_Banks,432.501399,CORP,Other Domestic Bonds,Banks
123,2023-04-01,4,2023,Other Domestic Bonds_Institutional Clients,857.885396,CORP,Other Domestic Bonds,Institutional Clients
87,2023-04-01,4,2023,Other Domestic Bonds_Investment Dealers,769.663349,CORP,Other Domestic Bonds,Investment Dealers
159,2023-04-01,4,2023,Other Domestic Bonds_Issuer,0.477,CORP,Other Domestic Bonds,Issuer
147,2023-04-01,4,2023,Other Domestic Bonds_Non-Residents,197.656814,CORP,Other Domestic Bonds,Non-Residents
135,2023-04-01,4,2023,Other Domestic Bonds_Retail Clients,25.03557,CORP,Other Domestic Bonds,Retail Clients
16,2023-05-01,5,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1410.039,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
28,2023-05-01,5,2023,Corporate Bonds_Banks,1158.071756,CORP,Corporate Bonds,Banks
40,2023-05-01,5,2023,Corporate Bonds_Institutional Clients,37688.433641,CORP,Corporate Bonds,Institutional Clients
4,2023-05-01,5,2023,Corporate Bonds_Investment Dealers,9098.177675,CORP,Corporate Bonds,Investment Dealers
76,2023-05-01,5,2023,Corporate Bonds_Issuer,168.1936,CORP,Corporate Bonds,Issuer
64,2023-05-01,5,2023,Corporate Bonds_Non-Residents,6869.931957,CORP,Corporate Bonds,Non-Residents
52,2023-05-01,5,2023,Corporate Bonds_Retail Clients,3491.539272,CORP,Corporate Bonds,Retail Clients
100,2023-05-01,5,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,503,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
112,2023-05-01,5,2023,Other Domestic Bonds_Banks,455.768248,CORP,Other Domestic Bonds,Banks
124,2023-05-01,5,2023,Other Domestic Bonds_Institutional Clients,637.570782,CORP,Other Domestic Bonds,Institutional Clients
88,2023-05-01,5,2023,Other Domestic Bonds_Investment Dealers,478.771231,CORP,Other Domestic Bonds,Investment Dealers
160,2023-05-01,5,2023,Other Domestic Bonds_Issuer,6.0,CORP,Other Domestic Bonds,Issuer
148,2023-05-01,5,2023,Other Domestic Bonds_Non-Residents,269.0185,CORP,Other Domestic Bonds,Non-Residents
136,2023-05-01,5,2023,Other Domestic Bonds_Retail Clients,27.856561,CORP,Other Domestic Bonds,Retail Clients
17,2023-06-01,6,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2510.7815,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
29,2023-06-01,6,2023,Corporate Bonds_Banks,1478.582259,CORP,Corporate Bonds,Banks
41,2023-06-01,6,2023,Corporate Bonds_Institutional Clients,37062.046804,CORP,Corporate Bonds,Institutional Clients
5,2023-06-01,6,2023,Corporate Bonds_Investment Dealers,3978.647679,CORP,Corporate Bonds,Investment Dealers
77,2023-06-01,6,2023,Corporate Bonds_Issuer,116.481415,CORP,Corporate Bonds,Issuer
65,2023-06-01,6,2023,Corporate Bonds_Non-Residents,7173.915834,CORP,Corporate Bonds,Non-Residents
53,2023-06-01,6,2023,Corporate Bonds_Retail Clients,3912.246359,CORP,Corporate Bonds,Retail Clients
101,2023-06-01,6,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,422,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
113,2023-06-01,6,2023,Other Domestic Bonds_Banks,64.8375,CORP,Other Domestic Bonds,Banks
125,2023-06-01,6,2023,Other Domestic Bonds_Institutional Clients,621.2416,CORP,Other Domestic Bonds,Institutional Clients
89,2023-06-01,6,2023,Other Domestic Bonds_Investment Dealers,51.686,CORP,Other Domestic Bonds,Investment Dealers
161,2023-06-01,6,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
149,2023-06-01,6,2023,Other Domestic Bonds_Non-Residents,304.464,CORP,Other Domestic Bonds,Non-Residents
137,2023-06-01,6,2023,Other Domestic Bonds_Retail Clients,15.8785,CORP,Other Domestic Bonds,Retail Clients
18,2023-07-01,7,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2085.135,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
30,2023-07-01,7,2023,Corporate Bonds_Banks,914.977332,CORP,Corporate Bonds,Banks
42,2023-07-01,7,2023,Corporate Bonds_Institutional Clients,29904.521339,CORP,Corporate Bonds,Institutional Clients
6,2023-07-01,7,2023,Corporate Bonds_Investment Dealers,3189.902417,CORP,Corporate Bonds,Investment Dealers
78,2023-07-01,7,2023,Corporate Bonds_Issuer,25.689636,CORP,Corporate Bonds,Issuer
66,2023-07-01,7,2023,Corporate Bonds_Non-Residents,9889.787946,CORP,Corporate Bonds,Non-Residents
54,2023-07-01,7,2023,Corporate Bonds_Retail Clients,3583.657467,CORP,Corporate Bonds,Retail Clients
102,2023-07-01,7,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,34,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
114,2023-07-01,7,2023,Other Domestic Bonds_Banks,1.750624,CORP,Other Domestic Bonds,Banks
126,2023-07-01,7,2023,Other Domestic Bonds_Institutional Clients,180.154,CORP,Other Domestic Bonds,Institutional Clients
90,2023-07-01,7,2023,Other Domestic Bonds_Investment Dealers,11.100012,CORP,Other Domestic Bonds,Investment Dealers
162,2023-07-01,7,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
150,2023-07-01,7,2023,Other Domestic Bonds_Non-Residents,203.0215,CORP,Other Domestic Bonds,Non-Residents
138,2023-07-01,7,2023,Other Domestic Bonds_Retail Clients,12.0025,CORP,Other Domestic Bonds,Retail Clients
19,2023-08-01,8,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1489.413,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
31,2023-08-01,8,2023,Corporate Bonds_Banks,1242.942212,CORP,Corporate Bonds,Banks
43,2023-08-01,8,2023,Corporate Bonds_Institutional Clients,32790.283322,CORP,Corporate Bonds,Institutional Clients
7,2023-08-01,8,2023,Corporate Bonds_Investment Dealers,3248.495676,CORP,Corporate Bonds,Investment Dealers
79,2023-08-01,8,2023,Corporate Bonds_Issuer,54.784621,CORP,Corporate Bonds,Issuer
67,2023-08-01,8,2023,Corporate Bonds_Non-Residents,7109.36486,CORP,Corporate Bonds,Non-Residents
55,2023-08-01,8,2023,Corporate Bonds_Retail Clients,3927.956238,CORP,Corporate Bonds,Retail Clients
